0.0000000,0.000#0.030#0.910#0.920#0.930#0.890#0.940#0.020#0.040#0.050#0.870#0.880#0.900#0.950#0.960#0.970#0.010#0.060#0.980#0.990#0.070#0.850#0.080#0.090#0.800#0.100#0.110#0.220#0.140#0.490#0.810#0.160#0.190#0.210#0.400#0.410#0.480#0.790#0.180#0.200#0.390#0.430#0.450#0.500#0.570#0.760#0.770#0.380#0.420#0.460#0.470#0.610#0.620#0.670#0.680#0.740#0.750#0.780#0.660#0.710#0.440,5.000e-01,-00000073,000000101,0,000000001,000000348,000000000,000000000
-46,1,-14,1,-5,1,-1,1,-1,1,-2,1,-1,2,3,-2,1,-1,1,-1,2,2,-1,4,-1,3,-1,2,1,1,2,3,1,1,2,2,1,2,4,3,2,3,2,4,1,3,2,3,2,4,3,2,1,6,3,3,2,4,6,5,2,7,5,5,8,5,5,2,2,4,5,1,9,3,3,5,4,4,4,3,4,3,3,3,2,7,3,1,5,4,6,3,3,5,2,5,4,5,2,6,7,3,5,8,2,4,1,4,2,5,2,3,1,3,4,4,4,2,5,5,4,2,2,3,1,2,1,2,1,1,-1,1,1,-1,1,1,2,2,1,1,-2,1,2,2,-1,1,-6,2,-2,1,-1,1,-1,1,1,-1,1,-3,1,2,-27,1,-87
-46,1,-14,1,-5,1,-1,1,-1,1,-2,1,-1,2,2,1,-1,1,-1,1,-1,2,2,-1,4,-1,3,-1,2,1,1,2,3,1,1,2,2,1,2,4,3,2,3,2,4,1,3,2,3,2,4,3,2,1,5,4,2,3,4,6,5,2,6,5,5,9,5,4,1,4,4,4,2,9,3,3,5,3,5,3,4,4,3,3,3,2,6,4,1,5,4,6,3,2,6,2,5,4,5,2,6,7,3,5,8,2,4,1,4,2,5,2,3,1,3,4,4,3,3,5,5,4,2,1,4,1,2,1,2,1,1,-1,1,1,-1,1,1,2,2,1,1,-2,1,2,2,-1,1,-6,2,-2,1,-1,1,-1,1,1,-1,1,-3,1,2,-27,1,-87
-46,1,-14,1,-5,1,-2,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,3,-1,2,2,2,1,1,2,1,2,3,-1,2,1,2,1,2,5,2,1,3,2,5,2,1,3,4,1,2,6,-1,2,5,4,2,2,5,5,5,3,6,5,3,10,4,5,3,2,5,5,1,6,7,2,4,4,3,3,6,4,3,1,3,3,8,2,3,3,4,8,2,2,5,2,6,2,5,4,2,8,6,4,7,5,3,2,3,2,3,5,2,1,2,3,6,3,3,4,7,2,3,2,3,1,3,1,2,-1,1,1,1,1,-1,1,1,-1,3,2,1,-2,1,2,2,-1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-14,1,-6,1,-1,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,3,-1,2,2,2,1,-1,3,1,2,3,-1,2,1,2,1,2,4,1,3,3,2,4,3,1,3,4,1,2,6,-1,2,5,4,2,2,5,4,6,3,5,5,4,7,7,5,3,2,4,5,2,5,7,3,3,5,3,3,4,6,3,1,3,3,8,2,3,3,4,7,3,2,5,2,6,2,5,4,2,7,7,3,8,5,2,3,3,2,3,5,2,1,2,3,5,3,4,4,6,3,3,2,3,1,3,1,1,1,1,1,1,1,-1,1,1,-1,2,3,1,-2,1,2,1,1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-14,1,-6,1,-1,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,3,-1,2,2,2,1,-1,3,1,2,3,-1,2,1,2,1,2,4,1,3,3,2,4,3,1,3,4,1,2,6,-1,2,4,5,2,2,5,4,6,3,4,6,4,7,6,6,3,2,4,4,3,5,7,2,4,5,3,3,4,6,3,1,3,3,8,2,3,3,3,8,3,1,6,2,6,2,4,5,2,7,7,3,7,6,2,3,3,2,2,6,2,1,2,3,5,3,4,3,7,3,3,2,3,1,2,2,1,1,1,1,1,1,-1,1,1,-1,2,3,1,-2,1,2,1,1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-14,1,-6,1,-1,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,2,1,1,3,1,2,-1,3,1,2,2,1,1,2,2,1,2,4,1,3,3,2,4,3,1,3,4,1,1,6,1,2,3,5,2,3,4,4,5,5,4,6,4,5,8,5,4,2,4,4,3,3,8,3,3,6,3,3,4,6,2,2,3,3,6,4,3,3,3,7,3,2,5,3,5,3,4,5,2,6,7,4,6,7,2,3,3,2,2,6,2,1,2,3,5,3,4,3,5,4,4,2,2,2,2,1,2,1,1,1,1,-1,1,-1,2,-1,2,3,1,-3,3,1,1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-14,1,-6,1,-1,1,-1,1,-2,1,-1,2,3,-2,1,-1,1,1,2,1,-1,4,1,2,-1,2,2,1,3,1,1,2,1,2,1,4,2,3,3,2,3,4,1,3,2,2,2,4,3,2,3,4,3,3,3,5,4,6,4,5,4,6,8,4,5,2,4,4,3,2,8,4,2,5,5,3,4,4,4,2,3,3,5,4,4,3,2,6,4,3,4,4,5,3,3,6,2,5,7,4,5,9,1,3,2,4,1,7,1,2,2,3,5,2,4,3,6,4,4,2,2,2,1,2,1,2,1,1,-1,1,1,-1,1,1,2,2,1,1,-2,3,-1,2,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-3,1,2,2,1,-2,1,1,-1,2,2,-1,3,1,3,-1,1,2,1,2,3,1,1,1,3,1,1,5,2,2,3,1,6,1,2,2,4,1,5,3,-1,3,5,3,3,3,4,6,5,2,6,5,4,9,5,4,2,4,4,4,2,8,4,2,5,4,4,2,6,4,3,3,2,1,8,3,2,5,4,6,2,3,5,3,5,3,5,3,4,8,4,4,8,3,4,1,4,2,4,3,2,1,4,2,6,2,3,6,5,3,3,1,4,1,2,1,2,1,-1,1,1,1,-1,1,1,-1,4,1,1,-2,1,2,2,-1,1,-6,2,-3,1,1,-2,1,1,1,-3,1,1,1,-26,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-3,1,2,2,1,-2,1,1,-1,2,2,-1,3,1,3,-1,1,2,1,2,3,1,1,1,2,2,1,5,2,2,3,1,6,1,2,2,4,1,4,4,-1,3,5,3,3,3,4,6,5,2,6,5,4,9,5,3,3,4,4,4,2,8,4,2,5,4,4,2,6,4,3,3,2,1,8,3,2,5,4,6,2,3,5,3,5,3,5,3,4,7,5,4,8,3,4,1,4,2,4,3,2,1,4,2,6,2,3,6,5,3,3,1,4,1,2,1,2,1,-1,1,1,1,-1,1,1,-1,3,2,1,-2,1,2,2,-1,1,-6,2,-3,1,1,-2,1,1,1,-3,1,1,1,-26,1,-86
-46,1,-14,1,-5,1,-2,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,3,-1,2,2,2,1,1,2,1,2,3,-1,2,1,2,1,2,5,2,1,3,2,5,2,1,3,4,1,2,6,-1,2,5,4,2,2,5,5,5,3,6,5,3,11,3,5,3,2,5,5,1,6,7,2,4,4,3,3,6,4,3,1,3,3,8,2,3,3,5,7,2,2,5,2,6,2,5,4,2,8,6,4,8,4,3,2,3,2,4,4,2,1,2,3,6,3,3,4,7,2,3,2,3,1,3,1,2,-1,1,1,1,1,-1,1,1,-1,3,2,1,-2,1,2,2,-1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-14,1,-6,1,-1,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,3,-1,2,2,2,1,-1,3,1,2,3,-1,2,1,2,1,2,4,3,1,3,2,4,3,1,3,4,1,2,6,-1,2,5,4,2,2,5,4,6,3,5,5,4,7,7,5,3,2,4,6,1,5,7,3,4,4,3,3,4,6,3,1,3,3,8,2,3,3,4,7,3,2,5,2,6,2,5,4,2,7,7,3,8,5,2,3,3,2,3,5,2,1,2,3,5,4,3,4,7,2,3,2,3,1,3,1,2,-1,1,1,1,1,-1,1,1,-1,2,3,1,-2,1,2,1,1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-14,1,-6,1,-1,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,2,1,1,3,2,1,-1,3,1,2,3,-1,2,1,2,1,2,4,1,3,3,2,4,3,1,3,4,1,2,6,-1,2,4,4,3,2,5,4,5,4,4,6,4,6,7,6,3,2,4,4,3,5,7,2,4,5,3,3,4,6,2,2,3,3,8,2,3,3,3,8,3,1,6,2,5,3,4,5,2,7,6,4,7,6,2,3,3,2,2,6,2,1,2,3,5,3,4,3,7,3,3,2,2,2,2,2,1,1,1,1,1,1,-1,1,1,-1,2,3,1,-2,1,2,1,1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-14,1,-6,1,-1,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,2,1,1,3,2,1,-1,3,1,2,3,-1,2,1,2,1,2,4,1,3,3,2,4,3,1,3,4,1,1,7,-1,2,4,4,3,2,5,4,4,5,4,6,4,5,8,6,3,2,4,4,3,5,7,2,4,5,3,3,4,6,2,2,3,3,8,2,3,3,3,8,2,2,5,3,5,3,4,5,2,7,6,4,7,6,2,3,3,2,2,6,2,1,2,3,5,3,4,3,7,3,3,2,2,2,2,1,2,1,1,1,1,1,-1,1,1,-1,2,3,1,-2,1,2,1,1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-15,1,-5,1,-1,1,-1,1,-2,1,-1,2,3,-2,1,-1,1,1,2,1,-1,4,-1,3,-1,2,2,-1,4,1,1,2,1,2,1,3,3,3,3,2,2,5,1,3,1,3,2,4,3,2,3,4,3,3,3,4,5,5,3,7,4,6,8,4,5,2,3,3,5,1,9,3,3,5,4,4,4,4,4,2,3,3,4,5,3,3,3,4,6,3,4,4,5,3,3,6,1,6,7,4,5,8,1,4,1,5,1,6,1,3,2,3,4,3,4,3,5,5,3,3,2,2,1,2,1,2,1,1,-1,1,1,-1,1,1,2,2,1,1,-2,3,-1,2,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
-46,1,-15,1,-5,1,-1,1,-1,1,-2,1,-1,2,3,-2,1,-1,1,-1,3,1,-1,4,-1,3,-1,2,1,1,4,1,1,1,2,2,1,2,4,3,3,2,2,5,1,3,1,3,2,4,3,2,3,4,3,3,3,4,5,5,3,7,4,5,9,4,5,2,3,3,5,1,9,3,3,5,4,4,4,4,4,2,3,3,4,5,3,2,4,4,6,3,4,4,4,3,4,6,1,6,7,3,6,8,1,4,1,5,1,6,1,3,2,3,4,3,4,2,6,5,3,3,2,2,1,2,1,2,1,1,-1,1,1,-1,1,1,2,2,1,1,-2,3,-1,2,1,-6,1,1,-2,1,-1,1,-1,1,1,-1,1,-2,1,1,1,-27,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-2,1,-1,2,3,-2,1,-1,1,-1,2,2,-1,4,-1,3,-1,2,1,1,2,3,1,1,2,2,1,2,4,3,2,3,2,4,1,3,2,3,2,4,3,2,1,6,3,3,2,4,6,5,2,7,5,5,8,5,5,2,2,4,5,1,9,3,3,5,4,4,4,4,3,3,3,3,3,6,3,1,5,4,6,3,3,5,3,4,4,5,2,6,7,3,5,8,2,4,1,4,2,5,2,3,2,2,4,4,4,2,5,5,4,2,2,3,1,2,1,2,1,1,-1,1,1,-1,1,1,2,2,1,1,-2,1,2,2,-1,1,-6,2,-2,1,-1,1,-1,1,1,-1,1,-2,1,-1,2,-27,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-2,1,-1,2,3,-2,1,-1,1,-1,2,2,-1,4,-1,3,-1,2,1,1,2,3,1,1,2,2,1,2,4,3,2,3,2,4,1,3,2,3,2,4,3,2,1,6,3,3,2,4,6,5,2,7,5,5,8,5,5,2,2,4,5,1,9,3,3,5,4,4,4,3,4,3,3,3,2,7,3,1,5,4,6,3,3,5,2,5,4,5,2,6,7,3,5,8,2,4,1,4,2,5,2,3,1,3,4,4,4,2,5,5,4,2,2,3,1,2,1,2,1,1,-1,1,1,-1,1,1,2,2,1,1,-2,1,2,2,-1,1,-6,2,-2,1,-1,1,-1,1,1,-1,1,-3,1,2,-27,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-2,1,-1,2,2,1,-2,1,1,-1,2,2,-1,4,-1,3,-1,1,2,1,2,3,1,1,1,3,1,2,4,3,2,3,-1,6,1,2,2,4,1,5,3,-1,3,5,3,3,3,4,6,5,2,6,5,4,10,4,5,1,4,4,4,2,9,3,2,5,4,4,2,6,4,3,3,2,1,8,3,2,5,4,6,3,2,5,3,5,3,5,3,5,8,3,5,8,2,4,1,4,2,4,3,3,1,3,2,6,3,2,6,5,4,2,1,4,1,2,1,2,1,-1,1,1,1,-1,1,1,-1,4,1,1,-2,1,2,2,-1,1,-6,2,-2,1,-1,1,-2,2,-1,1,-3,1,1,1,-26,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-2,1,-1,2,2,1,-2,1,1,-1,2,2,-1,3,1,3,-1,1,2,1,2,3,1,1,1,3,1,1,5,2,3,2,1,6,1,2,2,4,1,5,3,-1,3,5,3,3,3,4,6,5,2,6,5,4,9,5,4,2,4,4,4,2,8,4,2,5,4,4,2,6,4,3,3,2,1,8,3,2,5,4,6,3,2,5,3,5,3,5,3,5,7,4,5,7,3,4,1,4,2,4,3,2,1,4,2,6,2,3,6,5,4,2,1,4,1,2,1,2,1,-1,1,1,1,-1,1,1,-1,4,1,1,-2,1,2,2,-1,1,-6,2,-2,1,-1,1,-2,1,1,1,-3,1,1,1,-26,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-3,1,2,2,1,-2,1,1,-1,2,2,-1,3,1,3,-1,1,2,1,2,3,1,1,1,2,2,1,5,2,2,3,1,6,1,2,2,4,1,4,4,-1,3,5,3,3,3,4,5,6,2,6,5,4,9,5,3,3,3,5,4,2,8,4,2,5,4,4,2,6,4,3,3,2,1,8,3,2,5,4,6,2,3,5,3,5,3,5,2,5,7,5,4,7,4,4,1,4,2,4,3,2,1,3,3,5,3,3,6,5,3,2,2,4,1,2,1,2,1,-1,1,1,1,-1,1,1,-1,3,2,1,-2,1,2,2,-1,1,-6,2,-3,1,1,-2,1,1,1,-3,1,1,1,-26,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-2,1,-1,2,3,-2,1,-1,1,-1,2,2,-1,4,-1,3,-1,2,1,1,2,3,1,1,2,2,1,2,4,3,2,3,2,4,1,4,1,3,2,4,3,2,1,6,3,3,2,4,6,5,2,7,5,5,8,5,5,2,3,3,5,1,9,3,3,5,4,4,4,4,3,3,3,3,3,6,3,1,5,4,6,3,3,5,3,4,4,5,2,6,7,3,5,8,2,4,1,4,2,5,2,3,2,3,3,4,4,2,5,5,4,2,2,3,1,2,1,2,1,1,-1,1,1,-1,1,1,2,2,1,1,-2,1,2,2,-1,1,-6,2,-2,1,-1,1,-1,1,1,-1,1,-2,1,-1,2,-27,1,-86
-47,1,-14,1,-5,1,-1,1,-1,1,-2,1,-1,2,2,1,-1,1,-1,1,-1,2,2,-1,4,-1,3,-1,1,2,1,2,3,1,1,2,2,1,2,4,3,2,3,2,4,1,3,2,3,2,4,3,1,2,5,4,2,3,4,6,5,2,6,5,5,9,5,4,1,4,4,4,2,9,3,2,6,3,5,2,5,4,3,3,2,2,7,4,1,5,4,6,3,2,6,2,5,4,4,3,5,8,3,5,8,2,4,1,4,2,5,2,3,1,3,4,4,3,2,6,5,4,2,1,4,1,2,1,2,1,-1,1,1,1,-1,1,1,2,2,1,1,-2,1,2,2,-1,1,-6,2,-2,1,-1,1,-1,1,1,-1,1,-3,1,2,-27,1,-86
-46,1,-14,1,-6,1,-1,1,-1,1,-2,1,2,-1,3,-2,1,-1,1,1,3,-1,2,2,2,1,-1,3,1,2,3,-1,2,1,2,1,2,4,1,3,3,2,4,3,1,3,4,1,2,6,-1,2,4,5,2,2,5,4,6,3,4,6,4,7,7,5,3,2,4,4,3,5,7,3,3,5,3,3,4,6,3,1,3,3,8,2,3,3,4,7,3,1,6,2,6,2,5,4,2,7,7,3,8,5,2,3,3,2,3,5,2,1,2,3,5,3,4,3,7,3,3,2,3,1,2,2,1,1,1,1,1,1,-1,1,1,-1,2,3,1,-2,1,2,1,1,1,-6,1,1,-2,1,1,-2,1,1,-1,1,-2,1,1,1,-27,1,-86
