0.0000000,0.000#0.430#0.560#0.570#0.070#0.490#0.620#0.030#0.060#0.440#0.630#0.040#0.050#0.080#0.610#0.640#0.650#0.670#0.930#0.940#0.950#0.660#0.680#0.700#0.710#0.900#0.960#0.970#0.090#0.140#0.100#0.130#0.150#0.600#0.750#0.760#0.890#0.220#0.720#0.910#0.920#0.120#0.160#0.020#0.110#0.200#0.980#0.770#0.790#0.850#0.990#0.230#0.880#0.010#0.170#0.180,1.000e-01,-00000013,000000017,0,000000001,000000300,000000000,000000000
-51,1,1,-6,1,-1,1,-1,1,1,-2,1,1,1,-1,2,1,1,1,1,-2,2,3,3,2,1,1,1,1,1,-1,2,1,1,2,3,3,4,2,3,4,4,1,2,1,-1,6,-1,2,5,5,4,6,5,6,8,2,4,11,2,7,5,3,8,4,7,10,8,8,5,6,6,4,9,5,4,7,7,2,10,10,7,7,3,5,6,5,12,10,6,5,4,3,7,1,3,5,6,4,4,3,5,7,4,3,2,3,2,6,2,2,5,2,1,2,-1,4,1,2,3,1,2,-1,5,1,-1,1,-2,1,-1,1,-3,1,-2,1,1,-1,1,-1,1,-4,1,-6,1,-7,1,-79
-49,1,-1,1,-6,1,-1,1,-1,1,1,-2,2,-1,1,1,2,-1,2,-1,1,-2,3,2,4,1,2,-1,2,1,-1,2,-1,1,2,2,4,3,3,2,2,8,-1,2,2,-1,2,4,-1,3,6,6,3,6,6,7,6,2,6,8,5,4,5,6,4,9,8,7,8,7,6,7,6,4,8,3,5,8,4,8,9,7,7,6,4,5,5,10,10,7,8,2,7,4,3,2,5,4,6,5,1,7,2,7,4,2,3,2,4,5,3,2,4,1,3,-1,2,2,1,3,2,1,2,3,3,-1,1,-3,1,-1,1,-3,1,-2,2,-2,1,-1,1,-4,1,-5,1,-8,1,-80
-50,1,-1,1,-6,1,-1,1,-1,2,-3,2,-1,1,2,1,-1,2,-1,1,-1,1,2,2,4,1,2,-1,2,1,-1,2,-1,2,1,2,4,3,3,2,4,6,-1,2,2,-1,3,3,-1,3,8,4,5,5,6,6,6,3,6,7,5,4,5,7,3,9,9,7,7,8,6,8,4,7,5,3,6,7,4,9,9,6,9,4,4,5,5,11,10,7,7,4,5,4,4,1,6,3,7,4,1,7,3,8,2,2,3,2,4,6,2,3,3,1,3,-1,2,2,1,4,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-2,1,-4,1,-5,1,-8,1,-79
-51,1,-1,1,-6,1,-1,1,-1,2,-3,2,-1,1,2,1,1,1,1,-2,1,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,2,3,4,2,2,4,6,-1,3,1,-1,3,3,-1,4,7,4,6,5,5,6,6,3,7,6,5,5,4,9,1,10,8,7,9,6,6,8,4,7,5,3,6,8,4,8,9,6,10,3,5,6,3,12,9,8,6,4,5,5,3,1,7,2,7,4,1,7,4,7,3,1,4,2,3,6,2,4,3,-1,3,-1,2,2,2,3,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-2,1,-4,1,-5,1,-8,1,-78
-59,1,-1,1,-6,1,1,-1,1,1,-3,2,-1,1,2,1,1,1,1,-2,1,2,4,3,1,1,-1,2,1,-1,2,-1,2,2,3,2,4,3,1,6,4,1,2,1,-1,5,1,-1,6,6,3,6,6,6,7,3,4,8,4,5,7,3,8,3,8,10,6,8,7,6,7,4,7,7,4,5,7,3,8,11,4,12,1,7,5,3,12,12,6,5,4,4,6,2,2,6,3,6,5,2,6,4,7,2,3,2,3,4,4,2,4,3,-1,3,-1,3,1,3,2,2,2,-1,5,1,-1,1,-2,1,-2,1,-2,1,-2,1,1,-1,1,-1,1,-4,1,-6,1,-8,1,-70
-57,1,-1,1,-5,1,-1,1,-1,1,1,-3,2,1,-1,2,1,1,1,1,-2,1,3,3,3,1,1,1,1,1,-1,2,1,1,2,3,3,3,3,2,5,4,1,2,1,-1,5,1,-1,6,6,4,6,5,6,8,2,4,9,3,7,6,2,8,5,6,10,8,9,4,6,7,4,7,7,4,7,5,3,8,12,7,8,3,5,5,4,12,11,7,4,4,4,6,2,3,5,6,3,5,2,6,5,6,3,2,3,2,5,3,2,5,2,1,2,-1,3,1,3,2,2,2,-1,5,1,-1,1,-2,1,-1,1,-3,1,-2,1,1,-1,1,-1,1,-4,1,-6,1,-7,1,-73
-57,1,-1,1,-6,1,-1,1,1,1,-3,2,-1,1,2,1,1,1,1,-2,1,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,3,2,4,2,2,5,5,1,2,1,-1,4,2,-1,6,5,4,6,5,7,6,4,4,8,4,5,7,3,8,3,8,8,8,8,6,6,8,4,7,5,4,6,8,3,8,10,5,11,2,5,7,3,11,11,6,7,3,5,5,3,1,7,3,6,5,2,5,4,8,2,3,2,2,3,6,2,4,3,-1,3,-1,2,2,2,3,2,1,1,4,2,-1,1,-2,1,-2,1,-3,1,-1,1,1,-1,1,-2,1,-4,1,-5,1,-8,1,-72
-57,1,-1,1,-6,1,-1,1,-1,1,1,-2,1,1,1,-1,3,-1,1,1,1,-2,2,3,3,2,1,1,1,1,1,-1,2,1,1,2,3,5,2,2,3,4,4,1,2,1,1,5,-1,3,5,6,3,5,6,5,8,2,4,11,2,7,6,2,8,5,6,11,8,7,5,8,4,4,9,5,4,8,6,3,12,8,8,6,2,6,6,6,11,9,7,4,5,2,7,1,3,5,8,4,2,5,3,7,4,3,2,3,3,5,3,1,6,1,1,2,-1,4,1,2,3,1,2,-1,6,-2,1,-2,1,-1,1,-3,1,-2,2,-2,1,-1,1,-4,1,-6,1,-7,1,-72
-59,1,-1,1,-6,1,-1,1,1,1,-3,2,-1,1,2,1,1,1,1,-2,1,2,3,4,-1,2,-1,2,1,-1,2,-1,2,2,3,2,4,2,2,5,5,1,2,1,-1,4,2,-1,6,5,4,6,5,7,6,4,4,8,4,5,7,3,8,3,8,8,8,8,6,6,8,4,7,5,4,6,8,3,8,10,5,11,2,5,7,3,11,11,6,7,3,5,5,3,1,7,3,6,5,2,5,4,8,2,3,2,2,3,6,2,4,3,-1,3,-1,2,2,2,3,2,1,1,4,2,-1,1,-2,1,-2,1,-3,1,-1,1,1,-1,1,-2,1,-4,1,-5,1,-8,1,-70
-51,1,-1,1,-6,1,-1,1,-1,1,1,-2,2,-1,1,1,2,-1,2,-1,1,-2,3,2,4,1,1,1,2,1,-1,2,-1,1,2,2,3,4,3,2,2,7,1,2,2,-1,1,5,-1,3,6,6,2,7,5,6,7,3,6,7,3,7,5,3,7,8,7,7,10,6,7,6,6,2,8,5,5,9,4,7,10,7,7,6,4,4,6,8,12,7,7,3,6,3,5,1,6,3,7,5,1,7,2,7,3,3,3,2,3,5,4,2,4,1,1,2,1,3,1,2,3,1,2,2,4,-1,1,-3,1,-1,1,-3,1,-2,2,-2,1,-1,1,-4,1,-6,1,-7,1,-78
-58,1,-1,1,-6,1,1,-1,1,1,-3,2,-1,1,2,1,1,1,1,-2,1,2,4,3,1,1,-1,2,1,-1,2,-1,2,2,3,2,4,3,1,6,4,1,2,1,-1,5,1,-1,6,6,3,6,6,6,7,3,4,8,4,5,7,3,8,3,8,10,6,8,7,6,7,4,7,7,4,5,7,3,8,11,4,12,1,7,5,3,12,12,6,5,4,4,6,2,2,6,3,6,5,2,6,4,7,2,3,2,3,4,4,2,4,3,-1,3,-1,3,1,3,2,2,2,-1,5,1,-1,1,-2,1,-2,1,-2,1,-2,1,1,-1,1,-1,1,-4,1,-6,1,-8,1,-71
-49,1,-1,1,-6,1,-1,1,-1,2,-3,2,-1,1,2,1,-1,2,-1,1,-1,1,2,2,4,1,2,-1,2,1,-1,2,-1,2,1,2,4,3,3,2,4,6,-1,2,2,-1,3,3,-1,3,8,4,5,5,6,6,6,3,6,7,5,4,5,7,3,9,9,7,7,8,6,8,4,7,5,3,6,7,4,9,9,6,9,4,4,5,5,11,10,7,7,4,5,4,4,1,6,3,7,4,1,7,3,8,2,2,3,2,4,6,2,3,3,1,3,-1,2,2,1,4,1,2,1,4,2,-1,1,-3,1,-1,1,-3,1,-1,1,1,-1,1,-2,1,-4,1,-5,1,-8,1,-80
-51,1,-1,1,-5,1,-1,1,-1,1,1,-3,2,1,-1,2,1,1,1,1,-2,1,3,3,3,1,1,1,1,1,-1,2,1,1,2,3,3,3,3,2,5,4,1,2,1,-1,5,1,-1,6,6,4,6,5,6,8,2,4,9,3,7,6,2,8,5,6,10,8,9,4,6,7,4,7,7,4,7,5,3,8,12,7,8,3,5,5,4,12,11,7,4,4,4,6,2,3,5,6,3,5,2,6,5,6,3,2,3,2,5,3,2,5,2,1,2,-1,3,1,3,2,2,2,-1,5,1,-1,1,-2,1,-1,1,-3,1,-2,1,1,-1,1,-1,1,-4,1,-6,1,-7,1,-79
-51,1,-1,1,-6,1,1,-1,1,1,-3,2,-1,1,2,1,1,1,1,-2,1,2,4,3,1,1,-1,2,1,-1,2,-1,2,2,3,2,4,3,1,6,4,1,2,1,-1,5,1,-1,6,6,3,6,6,6,7,3,4,8,4,5,7,3,8,3,8,10,6,8,7,6,7,4,7,7,4,5,7,3,8,11,4,12,1,7,5,3,12,12,6,5,4,4,6,2,2,6,3,6,5,2,6,4,7,2,3,2,3,4,4,2,4,3,-1,3,-1,3,1,3,2,2,2,-1,5,1,-1,1,-2,1,-2,1,-2,1,-2,1,1,-1,1,-1,1,-4,1,-6,1,-8,1,-78
