0.0000000,0.000#0.360#0.350#0.370#0.390#0.400#0.610#0.340#0.380#0.450#0.520#0.330#0.410#0.460#0.490#0.580#0.320#0.420#0.500#0.510#0.590#0.600#0.720#0.860#0.870#0.310#0.430#0.560#0.880#0.290#0.530#0.540#0.570#0.620#0.630#0.050#0.060#0.300#0.550#0.640#0.710#0.730#0.140#0.740#0.790#0.010#0.150#0.160#0.280#0.680#0.700#0.750#0.760#0.810#0.020#0.690#0.920#0.650#0.770#0.900,2.000e-01,-00000025,000000037,0,000000001,000000310,000000000,000000000
-26,1,-17,1,-9,1,-7,1,1,-2,2,1,1,-1,1,1,2,-2,1,-2,1,1,-1,1,1,2,3,1,1,2,2,3,2,1,2,2,4,1,2,5,3,-1,6,4,6,5,6,5,5,3,3,9,5,5,1,3,4,8,5,4,1,2,9,4,5,4,2,6,8,4,7,2,5,5,7,9,9,7,6,3,6,6,4,3,5,6,3,7,3,3,7,5,2,5,3,4,-1,2,-1,2,4,5,3,2,3,4,3,1,3,5,2,2,1,1,2,3,2,1,2,1,2,1,2,3,3,1,1,2,1,2,1,1,2,1,-2,1,2,-2,1,-17,1,-16,1,-76
-26,1,-18,1,-8,1,-7,1,-1,1,-1,2,1,1,-2,2,2,-2,1,-2,1,-1,1,-1,2,2,3,-1,2,1,3,1,3,2,1,2,5,1,2,3,4,1,5,4,6,5,5,7,3,5,3,8,6,3,3,3,3,8,3,7,1,1,7,6,5,4,2,4,10,4,7,2,4,5,8,9,6,10,5,5,5,5,6,1,5,6,4,8,-1,4,7,6,3,3,4,4,1,2,-2,4,5,4,3,2,4,3,2,2,3,5,1,2,1,2,1,4,1,2,1,2,1,2,2,3,2,1,1,2,1,2,1,1,1,1,-2,2,1,-1,1,-17,1,-16,1,-76
-23,1,-17,1,-8,1,-7,1,-1,1,-1,2,1,-1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,2,1,2,2,1,3,1,3,2,1,2,4,2,2,3,3,2,5,4,6,4,6,7,3,4,4,8,4,5,3,2,2,8,5,6,2,1,3,10,5,4,1,5,9,5,7,2,4,5,8,9,5,11,5,4,6,4,7,1,5,6,4,6,2,4,6,7,3,3,4,4,1,2,-2,4,5,3,4,2,3,4,2,1,4,4,2,1,2,2,1,4,1,2,1,2,1,2,1,4,2,1,1,2,1,2,1,1,1,1,-2,2,1,-1,1,-17,1,-16,1,-80
-23,1,-18,1,-8,1,-7,1,1,-2,2,1,1,-1,1,1,2,-2,1,-2,1,-1,1,1,1,2,3,-1,2,1,3,3,1,2,2,2,4,1,2,4,4,-1,6,4,5,6,6,5,5,3,3,9,5,5,1,3,4,7,6,4,1,2,9,4,5,4,2,6,7,5,7,2,5,4,8,9,9,7,6,3,6,6,4,3,4,6,3,8,3,3,5,7,2,4,4,4,-1,2,-1,2,4,4,4,2,3,4,2,2,3,4,3,2,1,1,2,1,4,1,2,1,2,1,2,3,3,1,1,2,1,2,1,1,2,1,-2,1,2,-2,1,-17,1,-16,1,-79
-23,1,-18,1,-8,1,-7,1,1,-2,2,1,1,-1,1,1,2,-2,1,-2,1,-1,1,-1,2,2,3,-1,2,1,3,3,1,2,1,2,5,1,2,4,4,-1,6,4,5,6,4,7,5,3,3,9,5,4,2,3,4,7,4,6,1,2,8,5,4,5,2,6,7,5,6,3,5,3,9,9,6,10,6,3,5,7,4,1,6,6,3,8,2,4,5,7,2,3,5,4,-1,2,-1,2,3,5,4,2,3,4,2,2,3,2,5,2,1,1,2,1,4,1,2,1,2,1,2,3,3,1,1,2,1,2,1,1,1,2,-2,1,2,-2,1,-17,1,-16,1,-79
-24,1,-17,1,-8,1,-8,1,1,-1,1,1,1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,-1,2,3,2,1,3,-1,3,3,1,2,1,5,-1,4,3,3,2,4,5,7,4,6,5,5,2,8,5,6,4,2,1,6,7,5,4,1,2,10,2,6,3,2,10,5,6,5,2,5,8,6,8,9,8,3,6,3,9,2,3,7,3,5,5,3,4,7,4,3,4,4,3,1,1,-1,3,5,3,4,2,3,4,2,1,5,4,2,1,2,2,1,2,2,2,2,-1,2,2,2,4,2,-1,1,3,-1,3,1,1,1,1,-2,1,2,-2,1,-17,1,-16,1,-78
-26,1,-17,1,-8,1,-8,1,1,-1,1,1,1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,-1,2,3,2,1,3,-1,3,3,1,2,1,5,-1,4,3,3,2,4,5,7,4,6,5,5,2,8,5,6,4,2,1,6,7,5,4,1,2,10,2,6,3,2,10,5,6,5,2,5,8,6,8,9,8,3,6,3,9,2,3,7,3,5,5,3,4,7,4,3,4,4,3,1,1,-1,3,5,3,4,2,3,4,2,1,5,4,2,1,2,2,1,2,2,2,2,-1,2,2,2,4,2,-1,1,3,-1,3,1,1,1,1,-2,1,2,-2,1,-17,1,-16,1,-76
-26,1,-17,1,-9,1,-7,1,1,-1,1,1,1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,-1,2,3,2,1,2,1,3,2,1,3,1,5,-1,4,3,3,2,4,4,8,4,5,6,4,3,6,6,7,3,3,1,5,8,5,3,2,1,10,3,6,3,2,9,6,6,4,3,4,9,5,9,9,7,4,6,3,9,2,3,7,3,4,6,3,3,7,5,3,4,4,3,-1,2,-1,3,3,5,4,2,3,4,2,1,4,4,3,1,1,2,1,3,2,1,2,1,2,1,3,3,3,-1,1,3,-1,3,1,-1,2,1,-2,1,2,-2,1,-17,1,-16,1,-76
-26,1,-18,1,-8,1,-7,1,1,-2,2,1,1,-1,1,1,2,-2,1,-2,1,-1,1,1,1,2,3,-1,2,1,3,3,1,2,2,2,4,1,2,4,4,-1,6,4,5,6,6,5,5,3,3,9,5,5,1,3,4,7,6,4,1,2,9,4,5,4,2,6,7,5,7,2,5,4,8,9,9,7,6,3,6,6,4,3,4,6,3,8,3,3,5,7,2,4,4,4,-1,2,-1,2,4,4,4,2,3,4,2,2,3,4,3,2,1,1,2,1,4,1,2,1,2,1,2,3,3,1,1,2,1,2,1,1,2,1,-2,1,2,-2,1,-17,1,-16,1,-76
-26,1,-18,1,-8,1,-7,1,1,-2,2,1,1,-1,1,1,2,-2,1,-2,1,-1,1,-1,2,2,3,-1,2,1,3,3,1,2,1,2,5,1,2,4,4,-1,6,4,5,6,4,7,5,3,3,9,5,4,2,3,4,7,4,6,1,2,8,5,4,5,2,6,7,5,6,3,5,3,9,9,6,10,6,3,5,7,4,1,6,6,3,8,2,4,5,7,2,3,5,4,-1,2,-1,2,3,5,4,2,3,4,2,2,3,2,5,2,1,1,2,1,4,1,2,1,2,1,2,3,3,1,1,2,1,2,1,1,1,2,-2,1,2,-2,1,-17,1,-16,1,-76
-27,1,-17,1,-8,1,-7,1,-1,1,-1,2,1,-1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,2,1,2,2,1,3,1,3,2,1,2,4,2,2,3,3,2,5,4,6,4,6,7,3,4,4,8,4,5,3,2,2,8,5,6,2,1,3,10,5,4,1,5,9,5,7,2,4,5,8,9,5,11,5,4,6,4,7,1,5,6,4,6,2,4,6,7,3,3,4,4,1,2,-2,4,5,3,4,2,3,4,2,1,4,4,2,1,2,2,1,4,1,2,1,2,1,2,1,4,2,1,1,2,1,2,1,1,1,1,-2,2,1,-1,1,-17,1,-16,1,-76
-23,1,-17,1,-8,1,-7,1,-1,1,-1,2,1,-1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,1,2,2,2,1,3,-1,4,2,1,2,4,2,2,3,2,3,5,2,8,4,6,6,3,5,4,7,5,5,3,2,2,7,6,6,2,1,3,10,5,3,2,5,9,5,5,4,3,6,7,10,5,9,6,5,6,4,6,2,5,6,4,5,3,4,6,7,3,3,4,4,1,2,-2,4,5,3,4,2,3,4,1,2,4,4,2,1,2,2,1,4,-1,2,2,2,1,2,1,4,2,1,1,2,1,2,1,1,1,1,-2,2,1,-1,1,-17,1,-16,1,-80
-26,1,-17,1,-8,1,-8,1,1,-1,1,1,1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,-1,2,3,2,1,2,1,3,2,1,3,1,5,-1,4,3,3,2,4,4,8,4,5,6,4,3,7,5,7,3,3,1,5,8,5,4,1,2,10,2,6,3,2,10,5,6,4,3,5,8,5,9,9,8,3,6,3,9,2,3,7,3,5,5,3,4,7,4,3,4,4,3,-1,2,-1,3,5,3,4,2,3,4,2,1,4,5,2,1,1,2,2,2,2,2,2,-1,2,2,2,3,3,-1,1,3,-1,3,1,-1,2,1,-2,1,2,-2,1,-17,1,-16,1,-76
-27,1,-17,1,-9,1,-7,1,1,-2,2,1,1,-1,2,-1,2,-2,1,-1,1,-1,1,-1,1,1,2,3,2,-1,3,1,3,2,1,2,2,5,-1,3,4,3,-1,6,4,6,6,5,6,4,3,4,8,5,5,1,3,5,7,6,3,1,2,9,4,5,4,2,9,6,3,7,2,5,6,6,11,9,6,5,5,4,6,4,4,6,4,3,7,3,3,7,5,3,4,4,3,-1,2,-1,2,4,5,4,2,3,4,2,1,3,5,3,1,1,2,1,3,2,1,2,1,2,1,2,4,2,1,1,3,-1,2,2,-1,2,1,-2,1,2,-2,1,-17,1,-16,1,-75
-26,1,-17,1,-8,1,-8,1,1,-1,2,1,-1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,1,1,3,2,1,3,-1,3,3,1,2,3,3,2,2,3,3,5,1,9,4,6,3,5,5,3,9,5,4,4,2,2,7,6,5,3,1,3,10,4,4,2,3,10,5,5,5,3,6,6,10,5,9,7,4,6,4,7,2,4,6,4,5,4,4,3,10,3,1,6,2,3,1,1,-1,3,5,4,3,3,2,4,2,1,5,4,2,1,2,2,1,3,1,2,2,-1,2,2,2,4,2,1,-1,3,1,2,1,1,1,1,-2,2,1,-2,1,-16,1,-16,1,-77
-26,1,-18,1,-8,1,-7,1,-1,1,-1,2,1,1,-1,1,1,2,-2,1,-2,1,-1,1,-1,2,2,3,-1,2,1,3,3,1,2,1,2,5,1,2,4,3,1,6,4,5,6,4,7,5,3,3,9,5,4,2,3,4,7,4,6,1,2,7,6,4,5,2,4,9,5,6,2,5,4,8,10,5,11,5,4,5,6,5,1,6,6,3,8,-1,6,5,7,2,3,5,4,-1,2,-1,1,3,5,5,2,3,4,2,2,3,2,5,2,1,1,2,1,4,1,2,1,2,1,2,3,2,2,1,2,1,1,2,1,1,2,-3,2,1,-1,1,-17,1,-16,1,-76
-27,1,-17,1,-9,1,-7,1,1,-1,1,1,1,1,-1,2,2,-3,1,-1,1,-1,1,-1,2,-1,2,3,2,1,2,1,3,2,1,3,1,5,-1,4,3,3,2,4,4,8,4,5,6,4,3,6,6,7,3,3,1,5,8,5,3,2,1,10,3,6,3,2,9,6,6,4,3,4,9,5,9,9,7,4,6,3,9,2,3,7,3,4,6,3,3,7,5,3,4,4,3,-1,2,-1,3,3,5,4,2,3,4,2,1,4,4,3,1,1,2,1,3,2,1,2,1,2,1,3,3,3,-1,1,3,-1,3,1,-1,2,1,-2,1,2,-2,1,-17,1,-16,1,-75
